track_id,frame,x,y
4,96,56,91
4,97,56,91
4,98,57,91
4,99,57,91
6,0,60,172
6,1,73,163
6,2,66,162
6,3,73,158
6,4,73,159
6,5,73,159
6,6,77,157
6,7,86,144
6,8,88,144
6,9,87,142
6,10,89,140
6,11,89,141
6,12,90,139
6,13,90,139
6,14,91,137
6,15,98,125
6,16,101,128
6,17,101,128
6,18,105,113
6,19,105,113
6,20,105,113
6,21,109,111
6,22,109,111
6,23,89,121
6,24,109,110
6,25,110,109
6,26,110,109
6,27,110,108
6,28,110,109
6,29,110,109
6,30,112,109
6,31,113,109
6,32,113,109
7,0,60,172
7,1,73,163
7,2,86,144
7,3,88,144
7,4,87,142
7,5,89,140
7,6,90,139
7,7,90,139
7,8,91,137
7,9,101,128
7,10,101,128
7,11,105,113
7,12,105,113
7,13,105,113
7,14,109,111
7,15,109,111
7,16,89,121
7,17,109,110
7,18,110,109
7,19,110,109
7,20,110,108
7,21,110,109
7,22,110,109
7,23,112,109
7,24,113,109
7,25,113,109
10,0,57,379
10,1,57,379
10,2,57,379
10,3,58,378
10,4,60,376
10,5,60,376
10,6,62,376
10,7,61,374
10,8,63,375
10,9,64,373
10,10,64,373
10,11,64,372
10,12,65,371
10,13,66,370
10,14,67,371
10,15,68,369
10,16,68,369
10,17,69,368
10,18,68,367
10,19,68,367
10,20,70,366
10,21,69,364
10,22,71,363
10,23,71,363
10,24,77,353
10,25,77,350
10,26,77,350
10,27,78,349
10,28,78,349
10,29,80,347
10,30,79,346
10,31,79,346
10,32,80,344
10,33,83,344
10,34,86,337
10,35,87,336
10,36,87,336
10,37,94,329
10,38,95,328
10,39,95,328
10,40,95,328
10,41,96,327
10,42,97,327
10,43,97,327
10,44,98,326
10,45,99,326
10,46,101,327
10,47,101,327
10,48,115,339
10,49,115,339
10,50,115,342
10,51,115,342
10,52,117,342
10,53,117,344
10,54,118,344
10,55,118,345
10,56,118,347
10,57,119,347
10,58,120,348
10,59,120,349
10,60,130,368
10,61,129,369
10,62,131,370
10,63,131,370
10,64,131,371
10,65,131,372
10,66,132,373
10,67,133,374
10,68,133,376
10,69,133,376
10,70,133,376
10,71,135,378
10,72,136,379
10,73,136,379
10,74,137,379
10,75,138,382
11,0,57,379
11,1,57,379
11,2,57,379
11,3,58,378
11,4,60,376
11,5,60,376
11,6,62,376
11,7,61,374
11,8,63,375
11,9,64,373
11,10,64,373
11,11,64,372
11,12,65,371
11,13,66,370
11,14,67,371
11,15,68,369
11,16,68,369
11,17,69,368
11,18,68,367
11,19,68,367
11,20,70,366
11,21,69,364
11,22,71,363
11,23,71,363
11,24,77,353
11,25,78,349
11,26,80,347
11,27,79,346
11,28,79,346
11,29,83,344
11,30,86,337
11,31,87,336
11,32,87,336
11,33,95,328
11,34,95,328
11,35,95,328
11,36,96,327
11,37,97,327
11,38,97,327
11,39,98,326
11,40,99,326
11,41,101,327
11,42,101,327
11,43,115,339
11,44,115,339
11,45,115,342
11,46,115,342
11,47,117,342
11,48,117,344
11,49,118,344
11,50,118,345
11,51,118,347
11,52,119,347
11,53,120,348
11,54,120,349
11,55,130,368
11,56,129,369
11,57,131,370
11,58,131,370
11,59,131,371
11,60,131,372
11,61,132,373
11,62,133,374
11,63,133,376
11,64,133,376
11,65,135,378
11,66,136,379
11,67,136,379
11,68,137,379
11,69,138,382
12,0,100,130
12,1,100,130
12,2,102,130
12,3,102,128
12,4,102,127
12,5,109,118
12,6,112,117
12,7,112,116
12,8,113,115
12,9,113,115
12,10,114,115
12,11,115,114
12,12,115,114
12,13,134,128
12,14,135,129
12,15,135,130
12,16,135,130
12,17,136,131
12,18,139,132
12,19,138,132
12,20,139,129
12,21,142,140
12,22,143,140
12,23,149,145
12,24,149,145
12,25,155,152
12,26,155,152
12,27,156,153
12,28,157,153
12,29,157,153
12,30,161,153
12,31,161,153
12,32,169,151
12,33,169,146
12,34,175,142
12,35,177,140
12,36,177,140
12,37,178,140
12,38,177,139
12,39,177,139
12,40,177,139
13,0,100,130
13,1,100,130
13,2,102,130
13,3,102,128
13,4,102,127
13,5,109,118
13,6,112,117
13,7,112,116
13,8,113,115
13,9,113,115
13,10,114,115
13,11,115,114
13,12,115,114
13,13,134,128
13,14,135,130
13,15,135,130
13,16,136,131
13,17,139,129
13,18,142,140
13,19,143,140
13,20,149,145
13,21,149,145
13,22,155,152
13,23,155,152
13,24,156,153
13,25,157,153
13,26,157,153
13,27,161,153
13,28,161,153
13,29,169,151
13,30,169,146
13,31,175,142
13,32,177,140
13,33,177,140
13,34,178,140
13,35,177,139
13,36,177,139
13,37,177,139
14,0,18,62
14,1,18,62
14,2,19,63
14,3,19,63
14,4,19,63
14,5,20,63
14,6,20,64
14,7,20,64
14,8,21,64
14,9,21,64
14,10,21,64
14,11,22,65
14,12,21,64
14,13,21,64
14,14,22,65
14,15,22,66
14,16,22,66
14,17,22,66
14,18,22,66
14,19,22,66
14,20,24,66
14,21,24,66
14,22,24,66
14,23,25,67
14,24,24,68
14,25,25,69
14,26,31,70
14,27,31,70
14,28,31,70
14,29,27,70
14,30,27,70
14,31,27,70
14,32,34,72
14,33,34,72
14,34,28,71
14,35,29,71
14,36,29,72
14,37,29,72
14,38,31,72
14,39,31,72
14,40,31,72
14,41,32,73
14,42,32,73
14,43,32,74
14,44,33,74
14,45,33,74
14,46,33,74
14,47,33,74
14,48,33,74
14,49,35,74
14,50,35,74
14,51,35,75
14,52,36,76
14,53,36,76
14,54,36,77
14,55,38,77
14,56,38,77
14,57,38,77
14,58,38,78
14,59,38,78
14,60,38,78
14,61,39,78
14,62,38,79
14,63,38,79
14,64,39,79
14,65,42,83
14,66,41,80
14,67,41,80
14,68,41,81
14,69,41,80
14,70,41,80
14,71,41,80
14,72,43,81
14,73,43,81
14,74,44,81
14,75,44,81
14,76,44,82
14,77,45,82
14,78,45,82
14,79,45,83
14,80,46,84
14,81,46,83
14,82,46,83
14,83,46,84
14,84,46,84
14,85,46,84
14,86,47,84
14,87,47,84
14,88,47,86
14,89,48,85
14,90,48,85
14,91,48,85
14,92,54,88
14,93,49,87
14,94,49,87
14,95,50,87
14,96,50,88
14,97,51,88
14,98,51,88
14,99,51,88
14,100,53,88
14,101,56,89
14,102,53,89
14,103,53,89
14,104,55,90
14,105,55,90
14,106,55,90
14,107,55,90
14,108,55,90
14,109,55,90
14,110,56,91
14,111,56,91
14,112,56,91
14,113,57,91
14,114,57,91
15,0,18,62
15,1,18,62
15,2,19,63
15,3,19,63
15,4,19,63
15,5,20,63
15,6,20,64
15,7,20,64
15,8,21,64
15,9,21,64
15,10,21,64
15,11,22,65
15,12,21,64
15,13,21,64
15,14,22,65
15,15,22,66
15,16,22,66
15,17,22,66
15,18,22,66
15,19,22,66
15,20,24,66
15,21,24,66
15,22,24,66
15,23,25,67
15,24,24,68
18,0,107,166
18,1,114,153
18,2,116,152
18,3,116,151
18,4,118,149
18,5,119,148
18,6,119,147
18,7,126,141
18,8,128,138
18,9,130,138
18,10,130,138
19,0,107,166
19,1,116,152
19,2,116,151
19,3,118,149
19,4,119,148
19,5,119,147
19,6,126,141
19,7,128,138
19,8,130,138
19,9,130,138
